1306816 1.1
1306824 7.1
1306843 9.1
1306851 7.8
1306867 8.9
1306875 5.0
1306902 7.8
1306905 5.1
1306932 9.2
1306940 8.8
1306948 7.3
1306956 8.4
1306983 9.1
1306991 9.6
1306999 5.7
1307006 5.7
1307014 2.2
1307033 3.6
1307041 2.6
1307049 8.2
1307057 9.6
1307092 5.4
1307100 5.1
1307122 6.7
1307130 8.4
1307138 9.8
1307146 5.0
1310093 4.2
1310287 7.5
1310295 5.5
1310309 4.1
1310317 9.8
1310325 6.7
1310352 8.5
1310360 8.7
1310368 9.8
1310751 5.3
1310775 7.0
1310805 4.0
1310832 8.9
1310840 4.6
1310848 6.8
1311399 8.1
1311413 6.8
1311421 7.7
1311429 3.6
1311437 2.5
1311445 8.9
1311472 6.5
1311480 9.1
1311488 7.6
1311798 7.9
1311812 1.6
1311887 4.4
1312223 4.7
1312231 8.9
1312239 8.6
1312247 4.6
1312255 4.3
1312282 2.3
1312290 6.9
1312312 3.9
1312328 7.0
1312336 7.8
1312344 5.6
1312859 7.6
1312867 8.6
1312875 10.0
1312902 6.2
1312905 8.0
1312932 2.8
1312940 8.1
1312948 6.4
1312956 4.5
1312964 6.0
1312983 8.3
1313219 3.1
1313294 4.7
1313308 8.4
1314037 7.9
1314088 7.0
1314412 7.0
1314606 7.8
1314614 5.9
1314633 5.7
1314641 9.6
1314649 7.2
1314657 7.1
1314692 6.6
1314700 8.1
1314722 2.8
1314730 8.5
1314738 1.6
1314746 5.3
1315002 5.4
1315017 7.0
1315052 9.2
1315149 6.1
1315815 9.3
1315850 6.9
1315858 8.6
1315866 3.1
1315874 7.8
1315893 4.7
1315901 6.2
1315904 8.5
1315923 6.6
1315939 9.1
1315947 7.8
1315955 7.1
1315982 8.5
1315990 7.4
1315998 8.4
1316005 9.6
1316571 6.2
1317012 8.2
1317028 9.8
1317036 9.1
1317044 4.2
1317079 8.6
1317087 10.0
1317095 8.0
1317788 9.4
1317834 8.8
1318272 6.7
1318814 6.1
1318833 9.8
1318849 6.5
1319783 2.6
1319791 4.8
1320301 7.4
1320323 3.3
1320331 5.6
1320347 6.7
1320657 2.6
1321785 8.3
1322145 8.1
1322374 8.5
1322846 4.8
1322854 5.6
1322873 6.7
1322881 9.7
1322889 6.0
1322897 6.0
1322919 3.6
1322927 8.0
1323462 2.2
1323478 7.6
1323486 10.0
1323543 9.7
1323745 8.1
1323772 8.9
1323780 8.3
1323974 8.8
1324644 3.5
1324671 3.4
1324679 9.3
1324687 8.2
1324709 7.7
1325314 9.8
1325333 9.0
1325341 7.8
1325365 6.1
1325392 8.9
1325454 7.7
1325473 9.7
1325481 6.2
1325489 7.8
1325519 8.8
1326202 4.7
1326550 10.0
1326574 8.8
1326593 7.2
1326601 9.7
1326728 10.0
1326949 4.1
1327597 8.5
1327611 7.5
1327619 4.0
1327662 8.4
1327972 8.9
1328472 9.4
1328480 2.3
1328496 8.1
1328577 10.0
1328650 6.1
1328887 7.7
1328925 2.4
1328976 6.6
1329069 3.2
1329077 4.3
1329085 6.6
1329115 9.7
1329142 7.6
1329150 10.0
1329158 4.3
1329786 5.6
1329794 9.2
1329808 3.6
1329824 6.4
1329851 4.4
1329902 6.3
1331112 7.9
1331217 9.4
1331594 3.5
1331608 8.8
1332299 4.1
1332593 6.6
1332601 4.4
1332623 6.7
1332631 9.4
1333007 8.3
1333190 7.8
1333708 0.7
1334243 5.3
1334251 8.1
1334340 4.1
1335142 4.9
1335533 0.9
1336464 3.8
1336774 8.7
1336912 3.9
1336920 6.1
1336995 6.3
1337021 4.1
1338009 7.4
1338165 7.6
1338192 7.6
1338222 8.3
1338230 6.6
1338238 9.3
1338254 9.5
1338273 8.5
1338289 8.7
1338297 7.9
1338311 10.0
1338319 9.0
1338362 10.0
1338370 5.1
1338394 2.3
1338408 5.3
1338416 8.7
1338424 3.4
1338443 3.2
1338459 3.7
1338753 7.8
1338761 6.7
1338866 9.0
1338901 9.0
1338904 7.7
1339083 7.9
1340111 4.9
1340135 3.5
1340429 6.8
1340812 9.1
1340828 5.4
1340836 8.8
1340844 6.2
1341395 7.6
1341770 7.4
1341875 4.4
1342912 9.7
1342920 9.9
1343134 6.3
9156265 1.2
1340391 7.3
1315931 8.3
1320304 8.0
1323516 2.1
1183881 4.7
1248115 3.8
1260932 7.2
1261033 8.4
1275716 8.4
1280116 8.5
1280202 5.8
1286370 4.1
